183.94	25.22	0
179.23	24.89	0
174.66	24.86	0
167.46	25.05	0
163.16	25.12	0
159.7	25.16	0
158.96	25.35	0
159.06	25.63	0.1
159.78	26.24	0.1
164.9	26.31	1.4
172.71	26.68	4.4
179.11	27.00	7.3
184.71	27.31	9
185.32	26.71	9.1
181.33	25.81	7.9
179.63	25.02	6.1
185.61	25.58	3.8
195.17	26.72	1.4
199.27	27.73	0.4
198.39	28.62	0.1
193.17	29.96	0.1
185.41	30.67	0.1
184.68	31.33	0.1
181.74	31.42	0.1
175.55	31.00	0
170.27	30.92	0
167.94	31.18	0
164.42	32.19	0
162.5	33.83	0
166.03	34.73	0
173.56	34.11	0
183.86	33.46	0.1
194.85	33.50	0.2
204.23	32.55	1.9
210.34	31.53	5
213.6	30.58	8.2
215.05	29.80	9
214.72	29.44	8.3
211.14	28.12	6.8
208.49	27.65	5
214.1	26.93	3.1
223.79	26.81	1.2
227.82	27.24	0.3
223.68	26.62	0.1
214.01	25.67	0.1
203.57	24.68	0.1
196.12	23.99	0.1
189.22	23.73	0.1
180.37	23.22	0.1
173.63	23.37	0.1
169.1	22.84	0.1
163.53	22.96	0.1
159.94	23.23	0.1
160.16	23.45	0.1
165.74	22.15	0.1
171.84	22.24	0.1
181.46	22.95	0.3
192.33	23.73	2.1
200.79	24.06	5.1
205.66	24.56	7.7
208.36	25.30	8.5
208.17	25.79	7.8
203.31	26.18	6.4
200.94	27.20	4.8
206.66	26.92	3.2
215.29	26.65	1.4
218.86	25.64	0.4
214.56	24.18	0.1
203.99	22.96	0.1
194.39	22.02	0.1
188.26	21.35	0.1
184.55	21.39	0.1
175.87	22.02	0.1
167.25	22.85	0.1
162.19	23.84	0.1
156.92	23.96	0.1
153.6	23.92	0.1
152.12	23.39	0.1
153.97	23.02	0.1
157.75	22.68	0.1
163.05	22.63	0.2
172.81	22.28	2.2
182.9	22.15	6.5
190.67	22.19	10.6
194.45	21.39	12.3
194.15	20.07	11.4
189.03	19.34	8.5
187.46	18.54	5.5
194.17	18.15	3.4
205.3	18.61	1.4
211.9	19.70	0.3
211.42	20.74	0.1
203.93	20.86	0.1
195.19	20.10	0.1
187.99	20.13	0.1
183.23	19.84	0.1
177.21	19.32	0.1
171.26	18.96	0.1
168.68	19.05	0.1
164.95	18.70	0.1
165.06	19.10	0.1
172.44	19.11	0.1
191.16	19.92	0.1
214.97	20.75	0.1
228.58	21.52	0.2
232.81	22.12	1.6
235.2	21.44	4.7
236.05	21.78	7.3
236.27	21.18	9
234.79	20.78	9
232.05	19.59	7.9
228.98	19.04	5.9
234.34	18.74	3.6
242.68	18.92	1.4
247.1	19.33	0.3
244.81	19.07	0.1
231.45	18.42	0.1
218	17.40	0
207.44	16.85	0
198.75	16.83	0
191.35	17.05	0
185.19	17.48	0
182.15	16.87	0
178.3	16.53	0
176.58	16.50	0
179.91	17.09	0
194.51	17.25	0
216.34	17.41	0.1
227.94	17.57	0.3
230.39	17.26	2.5
230.75	17.52	6
232.57	17.76	8.8
232.03	17.74	10.1
230.26	17.79	9.5
226.81	18.72	7.2
225.34	18.84	4.4
232.97	20.03	2.1
244.6	20.61	0.6
249.12	21.24	0.1
246.98	21.18	0
234.88	20.79	0
221.07	21.01	0
209.04	20.86	0
200.6	20.45	0
192.24	19.70	0
185.36	18.54	0
182.6	17.18	0
179.2	16.55	0
177.21	16.12	0
183.71	16.32	0
204.76	17.16	0
229.86	17.89	0.1
242.04	19.08	0.1
243.93	20.04	1.6
244.32	19.84	4.8
245.24	19.11	7.7
245.42	19.07	9.7
244.17	18.98	9
240.83	18.53	7.2
236.74	18.45	4.9
241.84	19.15	3
250.43	20.61	1.1
253.26	22.20	0.3
249.99	23.41	0.1
237.23	24.06	0.1
223.44	24.25	0
212.22	24.26	0
203.71	24.35	0
196.17	24.20	0
189.38	24.18	0
185.85	23.76	0
181.66	24.07	0
180.16	24.44	0
186.02	24.71	0
206.16	25.82	0
231.24	26.13	0.1
241.87	26.87	0.1
243.28	26.73	1.2
243.09	26.79	3.7
243.44	26.57	5.8
241.38	26.96	7.1
237.87	26.70	6.8
235.67	27.14	5.8
233.98	25.98	4.6
238.56	25.41	3
245.75	25.23	1.2
249.14	26.04	0.3
245.84	28.12	0.1
233.22	29.69	0.1
218.26	30.49	0.1
207.11	31.73	0.1
199.29	32.52	0
192.13	33.41	0
185.77	34.93	0
181.57	36.50	0
177.87	36.60	0
176.54	37.71	0
182.62	37.78	0
201.84	38.61	0
225.57	39.57	0.1
238.54	39.99	0.2
239.62	39.74	1.5
239.11	39.16	3.9
238.5	37.84	6.6
238.07	37.45	7.6
236.29	37.65	7.2
232.73	37.11	6.2
230.38	37.09	5
233.83	37.61	3.6
240.52	38.79	1.6
241.66	40.49	0.4
