5.483	1.442	0.714	1.354	1.713	8.657	3.227
5.496	1.337	0.684	1.380	1.651	8.460	3.168
5.689	1.291	0.611	1.392	1.620	8.484	3.181
5.626	1.226	0.562	1.412	1.628	8.517	3.162
5.688	1.255	0.637	1.406	1.852	8.472	3.218
5.831	1.316	0.632	1.306	1.774	8.705	3.261
5.862	1.350	0.647	1.238	1.335	8.773	3.201
5.750	1.344	0.682	1.199	1.273	8.638	3.148
5.702	1.321	0.708	1.180	1.103	8.445	3.077
5.745	1.310	0.762	1.217	0.895	8.185	3.019
5.868	1.222	0.640	1.297	0.802	7.893	2.954
5.856	1.161	0.679	1.292	1.119	7.676	2.964
5.777	1.073	0.665	1.243	1.381	7.406	2.924
5.623	1.029	0.678	1.195	1.474	7.305	2.884
5.394	0.958	0.844	1.090	1.612	7.132	2.838
5.300	0.890	0.853	0.948	2.091	6.715	2.799
5.526	0.705	0.839	0.831	2.762	6.257	2.820
5.926	0.618	0.850	0.728	3.140	5.577	2.807
6.157	0.684	0.879	0.690	3.827	5.257	2.916
6.376	0.809	0.932	0.675	4.220	5.030	3.007
6.185	1.044	1.114	0.671	4.344	4.608	2.994
6.044	1.284	1.327	0.708	4.891	4.584	3.140
5.878	1.498	1.451	0.782	5.316	4.541	3.244
5.491	1.667	1.603	0.831	5.655	4.468	3.286
5.260	1.833	1.893	0.813	6.280	4.579	3.443
5.251	1.953	2.141	0.767	6.326	4.589	3.504
5.049	2.050	2.335	0.742	6.450	4.480	3.518
4.924	2.060	2.586	0.683	6.681	4.391	3.554
4.998	2.080	2.806	0.635	7.121	4.264	3.651
4.936	2.035	2.871	0.588	6.782	4.143	3.559
4.970	1.933	2.925	0.554	6.828	4.276	3.581
5.015	1.762	3.162	0.526	6.512	4.362	3.557
5.045	1.641	3.808	0.521	6.126	4.112	3.542
4.982	1.536	3.865	0.535	6.018	3.748	3.447
4.912	1.443	4.064	0.503	6.141	3.716	3.463
4.905	1.456	4.484	0.502	6.373	3.716	3.573
4.948	1.340	4.702	0.493	6.789	3.562	3.639
4.941	1.274	5.179	0.445	6.774	3.309	3.654
4.823	1.162	5.256	0.370	6.774	3.114	3.583
4.648	1.022	5.395	0.326	7.221	2.731	3.557
4.771	0.892	5.711	0.293	7.630	2.511	3.635
4.917	0.851	5.819	0.281	7.707	2.550	3.687
5.097	0.853	6.027	0.287	7.476	2.714	3.742
5.241	0.871	6.051	0.292	6.990	2.998	3.741
5.318	0.868	5.903	0.308	6.728	3.109	3.706
5.463	0.886	5.926	0.360	6.064	3.403	3.684
5.122	0.961	6.098	0.377	5.323	3.630	3.585
4.948	1.069	6.283	0.424	4.027	3.779	3.422
4.999	1.231	6.257	0.513	3.233	3.982	3.369
5.073	1.366	6.031	0.682	3.557	4.408	3.520
5.130	1.519	6.018	0.926	3.210	4.399	3.534
4.916	1.697	6.171	1.162	3.148	4.006	3.517
4.725	1.942	6.224	1.383	2.878	3.531	3.447
4.599	2.278	6.349	1.554	2.816	3.338	3.489
4.499	2.583	6.177	1.698	3.179	3.261	3.566
4.628	2.823	6.282	1.953	3.541	3.516	3.791
4.604	3.105	5.946	2.341	3.009	3.741	3.791
4.535	3.448	5.839	2.593	2.870	3.914	3.867
4.578	3.678	6.217	2.648	2.855	3.904	3.980
4.639	4.064	6.054	2.790	2.870	4.013	4.072
4.864	4.164	5.970	2.853	3.318	4.054	4.204
5.028	4.340	5.816	2.790	4.174	4.309	4.410
4.971	4.187	6.020	2.678	4.699	4.497	4.509
4.408	3.992	6.250	2.489	5.007	4.302	4.408
4.201	3.962	6.011	2.180	5.370	4.071	4.299
4.199	4.549	6.029	1.913	5.154	3.842	4.281
4.292	5.011	5.877	1.833	5.154	3.449	4.269
4.285	5.341	5.597	1.712	5.640	3.408	4.330
4.460	5.160	5.492	1.724	5.732	3.025	4.265
4.608	4.904	4.962	1.850	5.115	2.791	4.038
4.568	4.361	4.604	1.985	4.992	2.752	3.877
4.974	3.976	4.296	2.218	5.478	3.307	4.041
5.535	3.931	4.201	2.363	5.578	3.760	4.228
5.919	3.766	4.507	2.484	5.432	3.996	4.351
6.030	3.600	4.446	2.515	4.799	4.114	4.251
6.032	3.325	4.561	2.499	5.200	3.900	4.253
6.059	3.088	4.269	2.653	5.277	4.039	4.231
5.987	2.759	4.063	2.691	5.570	4.059	4.188
6.104	2.679	3.926	2.798	5.254	3.777	4.090
6.141	2.408	4.101	2.769	5.285	3.485	4.032
6.215	2.139	4.072	2.739	5.030	3.259	3.909
6.315	2.057	3.975	2.629	4.305	3.220	3.750
6.401	2.020	3.752	2.513	3.449	3.203	3.556
6.329	1.990	3.888	2.358	3.024	3.169	3.460
6.444	1.824	4.189	2.277	2.631	2.844	3.368
6.479	1.593	4.125	2.129	2.438	2.646	3.235
6.294	1.426	4.045	1.987	2.392	2.581	3.121
5.949	1.342	4.324	1.692	2.199	2.203	2.951
5.757	1.243	4.640	1.502	2.207	1.899	2.875
5.526	1.237	4.883	1.402	1.821	1.600	2.745
5.427	1.202	5.187	1.276	1.396	1.379	2.644
5.308	1.281	5.513	1.163	1.450	1.326	2.673
5.180	1.386	5.642	1.079	1.281	1.287	2.643
5.063	1.324	5.617	1.079	1.242	1.222	2.591
5.038	1.244	5.651	1.053	1.042	1.388	2.569
5.264	1.347	5.582	1.047	0.787	1.788	2.636
5.488	1.533	5.188	1.036	0.610	2.186	2.673
5.543	1.744	4.638	1.019	0.679	2.535	2.693
5.508	1.852	4.724	0.969	0.725	2.601	2.730
5.265	1.989	4.560	0.940	0.772	2.998	2.754
5.027	2.049	4.403	0.960	0.856	3.579	2.812
4.765	2.155	4.254	1.076	0.949	3.644	2.807
4.632	2.342	4.611	1.211	0.949	3.769	2.919
4.471	2.562	4.890	1.354	1.065	3.733	3.013
4.334	2.794	5.126	1.515	0.972	3.591	3.055
4.359	2.996	5.050	1.713	0.980	3.439	3.090
4.366	3.242	5.164	1.871	0.880	3.365	3.148
4.275	3.382	5.387	2.074	0.818	3.396	3.222
4.515	3.497	5.861	2.330	0.864	3.557	3.437
4.670	3.587	5.859	2.526	0.957	4.109	3.618
4.282	3.712	5.683	2.787	1.057	4.654	3.696
3.640	3.756	5.507	3.013	1.150	3.822	3.481
3.265	3.677	5.235	3.205	1.427	2.586	3.233
2.934	3.802	5.283	3.482	1.597	1.906	3.167
2.809	3.881	5.657	3.661	1.744	1.690	3.240
2.957	3.872	5.660	3.740	2.207	1.564	3.333
3.144	3.725	5.493	3.868	2.446	1.530	3.368
3.094	3.654	5.157	4.157	2.068	1.993	3.354
3.175	3.846	4.867	4.556	1.589	2.282	3.386
3.417	4.014	4.753	4.913	1.528	2.950	3.596
3.795	4.271	4.653	4.963	1.404	3.495	3.763
3.892	4.158	4.232	4.871	1.312	3.907	3.729
3.857	3.749	4.266	4.754	1.373	3.743	3.624
3.756	3.582	4.038	4.853	1.396	3.340	3.494
3.652	3.737	3.997	5.220	1.358	2.928	3.482
3.683	3.512	3.757	5.431	1.242	2.849	3.412
3.735	3.167	4.114	5.486	1.234	2.738	3.412
3.741	2.889	3.987	5.495	1.003	2.728	3.307
3.828	2.781	3.964	5.375	1.188	2.887	3.337
4.025	2.791	4.032	5.370	1.204	3.150	3.429
4.171	2.608	4.088	5.346	1.474	3.275	3.494
4.290	2.427	3.788	5.282	1.304	3.042	3.355
4.311	2.445	4.187	5.289	0.995	2.755	3.330
4.319	2.146	3.978	5.044	0.802	3.039	3.221
4.307	1.961	4.150	4.532	0.610	3.177	3.123
4.261	1.696	4.121	4.433	0.579	2.776	2.978
4.262	1.467	3.938	4.316	0.509	2.297	2.798
4.456	1.402	4.040	4.313	0.841	1.516	2.761
4.775	1.556	4.033	4.117	0.563	1.212	2.709
5.110	1.646	3.814	4.068	0.664	1.058	2.727
5.346	1.722	3.908	3.714	0.679	0.942	2.719
5.393	1.639	4.213	3.203	0.710	1.169	2.721
5.482	1.460	4.406	2.779	0.525	1.424	2.679
5.461	1.595	4.177	2.709	0.432	1.733	2.684
5.531	1.692	4.276	2.616	0.339	2.326	2.797
5.602	1.818	4.562	2.393	0.455	2.979	2.968
5.654	1.914	4.920	2.307	0.671	3.601	3.178
5.730	2.025	5.295	2.298	0.787	3.888	3.337
5.621	2.122	5.228	2.171	1.088	3.950	3.363
5.477	2.131	5.291	2.231	1.358	3.659	3.358
5.194	2.236	5.617	2.154	1.281	3.408	3.315
4.910	2.365	5.853	2.191	1.335	3.107	3.293
4.685	2.893	5.766	2.359	1.497	3.205	3.401
4.314	3.365	5.747	2.638	1.350	3.201	3.436
3.972	3.832	5.661	3.005	1.165	3.567	3.534
3.800	4.198	5.891	3.445	0.787	3.837	3.660
3.769	4.750	6.328	3.998	0.540	4.003	3.898
3.753	5.462	6.464	4.521	0.455	5.165	4.303
3.702	6.168	6.790	5.167	0.339	5.835	4.667
3.586	6.772	6.960	5.849	0.216	5.440	4.804
3.564	7.307	6.763	6.664	0.170	3.837	4.717
3.644	8.278	6.719	7.449	0.147	3.639	4.979
3.943	8.869	6.433	8.170	0.147	4.618	5.363
4.241	9.075	6.553	8.710	0.332	4.329	5.540
4.571	9.280	6.579	9.006	0.702	4.092	5.705
4.539	9.446	6.795	9.444	0.972	3.743	5.823
4.396	9.234	6.630	9.631	1.697	3.627	5.869
4.325	8.892	6.482	9.619	2.114	3.709	5.857
4.663	8.388	6.455	9.281	2.338	4.372	5.916
4.639	7.771	6.312	9.219	2.361	4.680	5.830
4.584	6.872	6.344	9.067	2.230	4.738	5.639
4.532	6.031	6.227	8.715	2.199	4.649	5.392
4.624	5.529	5.892	8.319	2.191	4.599	5.192
4.536	5.365	5.826	7.858	2.261	4.864	5.118
4.761	5.305	6.013	7.670	1.983	5.216	5.158
5.018	5.625	5.690	7.489	1.636	5.358	5.136
5.028	5.933	5.896	7.350	1.620	5.447	5.212
5.356	6.265	6.135	7.292	1.543	5.406	5.333
5.883	6.404	6.082	7.307	1.636	5.143	5.409
6.238	6.649	6.029	7.470	1.705	5.285	5.563
6.514	6.795	5.938	7.648	1.528	5.751	5.696
6.789	6.935	5.880	7.728	1.389	6.100	5.804
6.887	6.924	5.492	7.684	1.150	6.356	5.749
7.345	7.141	5.249	7.783	0.988	6.556	5.844
7.831	7.065	5.044	7.609	0.795	6.811	5.859
8.385	7.218	5.091	7.548	0.671	6.948	5.977
9.015	7.358	4.987	7.088	0.563	7.659	6.112
9.448	7.597	4.768	6.450	0.471	8.286	6.170
9.635	7.615	4.757	5.593	0.363	8.479	6.074
9.820	7.409	4.641	4.840	0.255	9.151	6.019
9.838	7.086	4.333	4.456	0.231	9.416	5.893
9.870	6.896	3.837	4.230	0.293	9.375	5.750
9.922	7.215	4.143	3.860	0.347	9.325	5.802
9.745	7.764	3.964	3.545	0.324	9.134	5.746
9.678	7.867	3.900	3.245	0.594	9.306	5.765
9.607	7.857	3.459	3.015	1.072	9.349	5.726
9.638	7.854	4.031	2.755	1.420	9.306	5.834
9.623	7.580	3.755	2.439	1.782	9.303	5.747
9.437	7.295	4.001	2.246	2.230	9.298	5.751
8.933	7.049	3.982	2.020	2.831	9.349	5.694
8.474	6.887	4.230	1.967	3.464	9.356	5.730
8.117	6.894	3.883	1.988	4.321	9.378	5.763
8.299	6.674	3.503	2.012	4.984	9.462	5.822
8.756	6.588	3.423	2.066	5.717	9.375	5.988
8.911	6.948	3.864	2.051	6.180	9.539	6.249
8.923	6.864	4.031	2.115	6.681	9.539	6.359
8.944	6.797	4.013	2.130	7.422	9.573	6.480
8.894	6.627	4.170	2.154	8.055	9.698	6.600
8.784	6.468	4.064	2.172	8.194	9.749	6.572
8.714	6.216	4.331	2.002	8.703	9.807	6.629
8.815	5.780	4.574	1.962	9.004	9.809	6.657
8.757	5.380	5.031	1.842	8.996	9.631	6.606
8.622	4.956	5.077	1.574	8.548	9.841	6.436
8.431	4.324	5.002	1.408	8.248	9.884	6.216
8.258	3.507	5.079	1.291	7.985	9.833	5.992
8.105	3.063	5.010	1.350	8.008	9.850	5.898
8.026	2.618	5.074	1.545	7.329	9.723	5.719
7.606	2.355	5.299	1.655	7.121	9.665	5.617
7.285	2.072	5.538	1.745	6.797	9.744	5.530
7.424	2.130	5.469	1.741	6.056	9.860	5.447
7.453	2.172	5.618	1.747	5.802	9.694	5.414
7.418	2.100	5.878	1.750	5.524	9.532	5.367
7.064	2.052	6.142	1.782	5.748	9.506	5.382
6.619	1.958	5.852	1.943	5.948	9.113	5.239
6.569	1.948	5.595	2.126	6.141	8.843	5.204
6.362	1.942	5.359	2.291	6.218	8.874	5.174
6.561	1.832	4.915	2.315	6.527	8.990	5.190
6.989	1.867	4.841	2.223	6.550	9.127	5.266
7.150	2.016	4.366	2.137	6.303	8.987	5.160
7.602	2.063	4.306	2.060	6.581	9.048	5.277
7.657	2.203	4.886	2.009	6.643	9.052	5.408
7.838	2.313	5.102	1.942	6.982	8.660	5.473
8.203	2.515	5.163	1.855	6.836	8.537	5.518
8.602	2.838	5.393	1.797	6.805	8.795	5.705
8.793	3.320	5.602	1.770	6.542	9.019	5.841
8.644	3.744	5.625	1.718	6.512	9.159	5.900
8.200	3.927	5.710	1.681	6.620	9.091	5.872
7.920	4.250	5.837	1.608	6.720	9.202	5.923
8.269	4.557	6.453	1.676	6.674	8.930	6.093
8.334	4.719	7.022	1.843	6.110	8.493	6.087
8.126	4.987	7.157	1.991	6.049	8.219	6.088
8.006	4.956	7.056	2.140	6.033	8.050	6.040
7.729	5.023	6.864	2.237	5.848	7.691	5.899
7.614	5.088	6.523	2.193	5.864	7.144	5.738
7.654	5.252	6.540	2.094	6.002	7.175	5.786
