1.078	8.023	4.751	6.332	0.370	0.576	3.522
1.115	8.219	5.115	6.101	0.378	0.509	3.573
1.252	8.333	4.960	5.894	0.440	0.354	3.539
1.336	8.484	5.264	5.865	0.401	0.231	3.597
1.363	7.840	5.311	5.649	0.332	0.166	3.444
1.130	6.856	5.808	5.919	0.332	0.159	3.367
1.130	6.320	6.023	6.021	0.378	0.190	3.344
1.312	5.945	6.209	6.481	0.347	0.415	3.451
1.762	5.749	6.714	7.053	0.285	0.800	3.727
2.028	5.501	6.795	7.570	0.370	1.350	3.936
2.355	5.409	6.215	7.990	0.463	1.820	4.042
2.759	5.336	6.013	8.034	0.656	2.434	4.205
2.966	5.682	5.268	8.076	0.772	3.102	4.311
2.879	6.274	4.743	7.927	1.018	3.726	4.428
2.436	7.069	4.753	7.856	0.964	4.700	4.630
2.122	7.631	4.884	7.988	0.964	5.435	4.837
1.804	7.639	4.649	8.406	0.872	5.741	4.852
1.819	8.330	4.441	8.872	0.841	5.683	4.998
1.830	8.804	4.312	9.351	0.872	4.873	5.007
1.987	9.165	4.801	9.701	0.988	4.066	5.118
2.099	9.332	5.503	9.958	1.103	3.473	5.245
1.995	9.275	6.038	10.233	1.288	2.974	5.301
1.963	9.159	6.290	10.497	1.288	2.410	5.268
1.956	9.133	6.351	10.525	1.258	1.916	5.190
1.895	8.990	6.152	10.283	1.558	1.217	5.016
1.826	9.028	5.962	10.384	1.805	0.774	4.963
1.815	9.192	5.924	10.483	1.975	0.550	4.990
1.793	9.174	5.526	10.589	2.122	0.311	4.919
1.744	9.177	5.545	10.650	2.099	0.280	4.916
1.740	9.262	5.892	10.673	2.029	0.316	4.985
1.731	9.394	6.311	10.578	2.407	0.431	5.142
1.856	9.644	6.704	10.203	2.955	0.839	5.367
2.023	9.689	6.947	9.767	3.580	1.147	5.526
2.140	9.793	7.005	9.231	3.804	1.379	5.559
2.186	9.761	6.786	8.466	3.935	2.003	5.523
2.057	9.586	6.340	7.739	3.950	2.480	5.359
2.018	9.378	6.661	7.429	4.050	2.974	5.418
2.024	9.396	6.411	7.066	4.213	3.095	5.367
2.079	9.461	6.168	7.127	4.398	2.564	5.300
2.225	9.429	5.675	7.250	4.436	2.121	5.189
2.292	9.349	5.344	7.738	4.336	1.781	5.140
2.353	9.271	4.871	8.203	4.220	1.470	5.065
2.532	9.124	4.821	8.585	3.942	1.171	5.029
2.742	8.967	5.366	9.243	4.104	1.036	5.243
2.895	9.019	5.636	9.659	4.166	1.041	5.403
2.880	9.220	5.792	9.991	3.611	0.885	5.396
2.655	9.068	5.963	10.099	3.526	0.733	5.341
2.284	9.072	6.271	10.237	3.510	0.571	5.324
1.808	9.124	6.466	10.419	3.418	0.400	5.273
1.570	9.132	6.823	10.392	3.572	0.258	5.291
1.286	9.242	6.904	10.254	3.456	0.227	5.228
1.200	9.174	7.028	10.196	3.410	0.246	5.209
1.214	9.022	7.003	10.062	2.801	0.316	5.070
1.213	8.570	6.902	10.076	2.569	0.333	4.944
1.570	8.181	6.911	10.017	2.453	0.494	4.938
2.038	7.813	6.790	9.877	2.415	0.764	4.950
2.338	7.290	6.627	9.742	1.975	1.169	4.857
2.576	6.361	6.603	9.551	1.952	1.364	4.735
2.785	5.608	6.390	9.321	1.875	1.523	4.584
2.876	5.171	6.547	8.947	1.628	1.617	4.464
3.071	4.662	6.590	8.747	1.281	1.301	4.275
3.208	4.545	6.267	8.524	1.381	1.089	4.169
3.192	4.614	6.027	8.453	1.829	1.044	4.193
3.419	4.935	5.998	8.222	2.199	1.412	4.364
3.720	4.942	5.980	8.169	2.369	2.511	4.615
4.028	5.044	5.962	8.261	2.677	3.179	4.858
4.302	5.478	6.004	8.342	2.608	3.420	5.026
4.326	5.980	6.014	8.711	2.978	3.145	5.192
4.491	6.689	6.047	8.936	3.449	2.919	5.422
4.623	6.898	5.913	9.309	3.534	3.001	5.546
4.571	6.825	6.002	9.370	3.449	2.902	5.520
4.407	6.496	6.391	9.630	3.595	2.733	5.542
4.169	6.496	6.582	9.803	3.935	2.610	5.599
3.936	6.714	6.704	9.966	4.483	2.661	5.744
3.763	6.738	6.813	9.999	5.131	2.307	5.792
3.497	6.586	6.948	10.078	5.694	1.815	5.770
3.200	6.050	6.999	9.962	6.149	1.386	5.624
3.024	5.470	7.063	9.880	6.674	1.571	5.614
2.816	5.403	7.112	10.016	6.897	1.909	5.692
2.761	6.061	7.193	9.994	6.967	2.449	5.904
2.650	6.622	7.227	10.019	7.445	2.827	6.132
2.539	6.875	7.168	9.804	7.507	3.080	6.162
2.310	6.996	6.753	9.446	7.746	3.268	6.087
2.098	7.000	6.295	8.974	8.008	3.283	5.943
2.128	6.836	6.005	8.775	7.623	2.964	5.722
2.217	6.885	5.814	8.686	7.391	2.803	5.633
2.293	7.042	5.786	8.569	7.175	2.309	5.529
2.417	7.137	5.787	8.232	7.229	1.820	5.437
2.694	7.223	5.674	7.927	6.990	1.487	5.333
2.864	7.402	5.303	7.840	6.373	1.439	5.203
2.938	7.527	5.196	8.123	5.779	1.641	5.201
3.101	7.593	4.923	8.752	6.141	1.875	5.398
3.292	7.738	4.921	9.052	6.272	2.073	5.558
3.485	8.012	4.921	9.274	5.694	2.299	5.614
3.588	8.013	5.307	9.418	5.462	2.548	5.723
3.544	7.929	6.698	9.861	5.748	2.388	6.028
3.404	7.885	6.939	10.145	5.262	2.316	5.992
3.466	7.956	7.072	10.211	5.617	1.979	6.050
3.651	7.929	7.165	10.249	6.396	1.824	6.202
3.649	7.736	7.124	10.225	6.604	1.735	6.179
3.576	7.591	6.693	10.227	6.720	1.422	6.038
3.374	7.534	6.043	10.015	6.566	1.171	5.784
3.416	7.747	5.184	9.853	7.098	1.321	5.770
3.813	8.007	5.435	9.819	7.075	1.658	5.968
4.104	8.270	5.738	9.943	6.689	2.111	6.143
4.266	8.383	5.922	9.923	6.651	2.605	6.292
4.377	8.583	5.895	9.780	6.519	2.839	6.332
4.541	8.679	5.667	9.253	6.473	2.989	6.267
4.643	8.627	5.574	8.633	6.813	3.237	6.254
4.568	8.515	5.692	8.060	6.658	3.473	6.161
4.364	8.326	5.951	7.568	6.411	3.921	6.090
4.175	8.298	5.509	7.192	6.195	4.198	5.928
3.966	8.499	5.155	7.130	5.964	4.174	5.815
3.964	8.401	5.037	7.415	6.033	4.136	5.831
3.921	8.495	5.143	7.799	5.617	4.049	5.837
3.900	8.533	5.615	8.324	5.200	4.136	5.951
3.898	8.582	6.040	8.655	6.033	4.155	6.227
3.963	8.366	6.186	8.981	6.103	4.367	6.328
3.939	8.111	5.824	8.889	5.894	4.423	6.180
3.597	7.951	4.976	8.917	5.902	4.447	5.965
3.227	7.400	5.021	8.839	5.902	4.247	5.773
3.358	7.277	5.197	8.544	5.817	4.145	5.723
3.585	7.725	5.623	8.119	6.126	4.061	5.873
3.776	7.990	6.012	7.858	6.242	4.035	5.985
3.688	7.863	6.248	7.629	6.218	3.945	5.932
3.519	7.658	6.034	7.312	6.311	3.430	5.711
3.277	7.229	6.203	7.011	6.404	3.172	5.549
3.191	6.660	6.160	6.828	6.411	3.189	5.406
3.219	6.531	5.835	6.650	6.342	2.952	5.255
3.294	6.500	5.682	6.289	6.512	2.656	5.155
3.237	6.776	6.174	6.505	6.465	2.208	5.227
3.230	6.930	6.325	6.534	6.126	1.955	5.183
3.372	7.267	6.328	6.250	5.478	1.723	5.070
3.513	7.661	6.392	5.872	5.215	1.730	5.064
3.777	7.528	6.236	5.616	4.398	1.427	4.830
3.874	7.564	6.213	5.227	3.688	1.116	4.614
3.838	7.765	5.979	5.267	2.631	1.294	4.462
3.858	7.789	5.797	5.512	2.284	1.509	4.458
3.542	7.187	5.837	6.018	2.052	1.762	4.400
3.087	6.607	6.134	6.700	2.006	1.511	4.341
2.821	7.319	6.713	7.576	1.774	0.950	4.525
2.716	7.829	6.623	7.809	1.319	0.725	4.504
2.643	7.824	6.943	7.741	0.856	0.576	4.431
2.518	7.645	6.977	7.569	0.671	0.665	4.341
2.448	7.411	6.830	7.410	0.540	0.791	4.238
2.662	7.215	6.802	7.300	0.656	0.921	4.259
2.914	7.297	6.600	6.757	0.633	1.179	4.230
3.033	7.099	6.557	5.929	0.579	1.439	4.106
3.146	6.257	6.582	5.200	0.548	1.564	3.883
3.140	4.937	6.682	5.125	0.640	1.755	3.713
3.096	4.373	6.741	5.113	0.748	2.119	3.698
3.304	5.022	7.014	5.094	0.941	2.350	3.954
3.597	6.024	7.180	5.077	1.119	3.013	4.335
3.927	6.947	7.096	5.233	1.474	3.830	4.751
4.308	7.702	6.869	5.308	1.836	4.030	5.009
4.503	8.252	6.812	5.281	2.214	4.861	5.321
4.669	8.540	6.673	5.178	2.407	5.490	5.493
4.765	8.874	6.761	5.125	2.723	5.927	5.696
4.784	9.032	6.566	5.164	3.055	6.370	5.829
4.745	9.221	6.647	5.437	3.032	6.698	5.963
4.736	9.348	6.641	5.972	2.939	7.038	6.112
4.598	9.366	6.402	6.602	2.685	7.288	6.157
4.496	9.405	6.419	7.272	2.538	7.397	6.254
4.571	9.432	6.524	8.017	2.276	7.626	6.408
4.717	9.451	6.663	8.389	2.153	7.732	6.517
5.007	9.404	6.352	8.772	2.207	7.925	6.611
5.271	9.139	6.118	8.895	1.883	8.151	6.576
5.218	9.030	5.743	9.043	1.944	8.235	6.536
5.292	8.748	5.562	9.151	1.991	8.501	6.541
5.489	8.544	5.321	9.258	2.507	9.108	6.704
5.467	8.935	4.925	8.972	2.500	9.185	6.664
5.628	9.083	5.115	8.830	2.145	9.014	6.636
5.811	8.690	5.769	8.799	2.037	9.171	6.713
5.847	8.227	5.702	8.796	1.852	8.517	6.490
5.755	7.876	5.923	8.767	1.582	6.806	6.118
5.737	7.472	6.294	9.019	1.859	6.252	6.105
6.077	6.774	6.791	9.302	2.376	6.985	6.384
6.325	6.281	6.797	9.148	2.693	6.973	6.369
6.792	6.082	7.122	8.917	2.122	6.823	6.310
6.881	5.499	7.167	8.471	1.682	6.958	6.110
6.428	4.937	7.144	8.197	1.906	7.387	6.000
5.990	4.201	7.128	7.800	2.091	7.859	5.845
5.589	3.318	6.942	7.505	2.068	7.811	5.539
5.237	2.938	6.836	7.471	2.075	7.915	5.412
4.809	2.594	6.635	7.245	1.883	8.052	5.203
4.982	2.487	6.477	6.918	1.821	7.643	5.055
5.105	2.381	6.138	6.583	1.890	6.375	4.745
4.902	2.335	5.796	6.180	1.489	5.498	4.367
4.947	2.485	5.520	5.834	1.450	5.273	4.252
5.179	2.365	5.137	5.438	1.319	4.449	3.981
5.366	2.151	4.672	4.773	1.273	3.972	3.701
5.396	1.993	4.848	4.252	1.173	3.495	3.526
5.774	1.652	4.676	3.774	1.150	3.234	3.377
6.333	1.504	4.481	3.160	1.312	3.384	3.362
7.066	1.585	4.572	2.653	1.304	3.005	3.364
7.639	1.566	4.503	2.012	1.180	2.842	3.290
7.528	1.542	4.787	1.515	1.011	2.981	3.227
6.916	1.380	4.471	1.303	0.841	3.184	3.016
6.401	1.387	4.551	1.456	0.779	2.803	2.896
5.621	1.386	4.899	1.529	0.710	2.663	2.801
5.442	1.475	4.937	1.553	0.679	2.738	2.804
5.674	1.494	4.505	1.494	0.617	2.817	2.767
5.471	1.630	4.512	1.471	0.447	2.670	2.700
5.470	1.584	4.653	1.373	0.386	2.591	2.676
5.451	1.599	4.411	1.295	0.478	2.012	2.541
5.435	1.557	4.239	1.359	0.409	1.629	2.438
5.277	1.513	4.106	1.455	0.386	1.687	2.404
4.915	1.600	3.926	1.593	0.540	1.502	2.346
4.561	1.607	3.667	1.700	0.694	1.063	2.215
4.364	1.452	3.627	1.813	0.795	0.964	2.169
4.046	1.305	3.756	1.877	0.872	1.000	2.143
3.745	1.233	3.917	1.951	0.802	1.005	2.109
3.706	1.123	4.064	2.008	0.741	0.904	2.091
3.562	1.065	4.209	2.193	0.748	0.819	2.099
3.314	1.081	4.444	2.146	0.864	0.786	2.106
3.048	1.189	4.490	1.945	1.026	0.675	2.062
3.012	1.272	4.254	1.760	1.042	0.496	1.973
3.176	1.190	4.115	1.738	0.941	0.593	1.959
3.436	1.256	3.903	1.862	0.934	0.766	2.026
3.684	1.635	3.991	1.840	1.119	1.181	2.242
3.710	1.713	3.750	1.538	1.250	1.634	2.266
3.513	1.618	3.451	1.480	1.342	2.176	2.263
3.203	1.683	3.215	1.790	1.566	2.801	2.376
3.101	2.164	3.185	2.230	1.875	3.868	2.737
3.305	2.673	3.024	2.416	1.859	5.346	3.104
3.482	3.117	2.823	2.413	1.836	6.840	3.418
3.527	3.223	2.417	2.579	1.944	7.840	3.588
3.483	3.264	2.168	2.626	1.844	8.125	3.585
3.620	3.242	1.886	2.557	1.674	8.103	3.514
3.664	3.203	1.740	2.574	1.736	7.975	3.482
3.741	3.222	1.994	2.616	1.836	7.346	3.459
3.822	3.172	2.045	2.598	1.813	6.601	3.342
3.803	3.217	2.180	2.712	1.759	5.765	3.239
3.659	3.163	1.918	2.759	1.859	5.131	3.082
3.706	3.073	2.038	2.725	1.867	4.488	2.983
3.665	2.864	2.201	2.671	2.060	3.830	2.882
3.599	2.877	2.543	2.764	2.399	3.393	2.929
3.428	2.960	2.893	2.569	3.102	2.907	2.976
3.117	2.868	2.969	2.341	3.487	2.384	2.861
2.826	2.593	3.160	2.065	3.379	1.976	2.667
2.806	2.282	3.476	1.840	3.950	1.511	2.644
2.843	1.982	3.846	1.682	4.020	1.152	2.588
2.754	1.832	3.986	1.470	3.788	0.742	2.429
2.689	1.729	4.072	1.307	3.680	0.593	2.345
2.989	1.677	4.180	1.179	4.143	0.658	2.471
3.568	1.652	4.090	1.136	3.850	1.080	2.563
3.935	1.746	4.046	1.222	3.958	2.068	2.829
4.048	2.160	4.030	1.403	3.966	3.741	3.225
3.801	2.285	3.758	1.449	4.074	6.088	3.576
3.660	2.145	3.500	1.394	4.668	7.770	3.856
3.432	2.022	3.463	1.344	5.177	8.587	4.004
2.998	1.870	3.364	1.257	5.486	9.002	3.996
2.734	1.695	3.180	1.188	5.370	9.253	3.903
2.659	1.531	2.770	1.070	5.648	9.477	3.859
2.713	1.400	2.322	0.896	5.624	9.484	3.740
2.722	1.270	2.017	0.748	5.632	9.344	3.622
2.886	1.163	1.845	0.620	6.018	9.315	3.641
3.458	1.138	1.857	0.509	5.925	9.202	3.681
4.042	1.153	1.550	0.449	6.041	9.103	3.723
4.440	1.207	1.235	0.481	6.234	8.872	3.745
4.631	1.172	0.989	0.552	6.257	8.433	3.672
4.925	1.136	0.721	0.580	6.249	8.026	3.606
5.248	1.063	0.491	0.516	6.720	7.462	3.583
5.031	0.855	0.352	0.419	7.129	6.389	3.363
4.923	0.629	0.362	0.318	7.106	5.671	3.168
4.864	0.484	0.289	0.270	7.083	5.081	3.012
4.754	0.430	0.239	0.262	6.836	4.690	2.869
4.835	0.369	0.226	0.257	6.396	4.476	2.760
4.612	0.360	0.279	0.288	6.103	4.068	2.618
4.386	0.357	0.420	0.351	5.902	3.350	2.461
4.094	0.324	0.476	0.423	6.164	2.962	2.407
3.790	0.337	0.472	0.468	5.925	2.861	2.309
3.834	0.374	0.490	0.462	5.532	2.832	2.254
3.878	0.392	0.647	0.456	5.339	2.926	2.273
3.921	0.401	0.777	0.466	5.339	2.658	2.260
3.743	0.402	0.724	0.472	5.146	2.393	2.147
3.433	0.379	0.603	0.466	5.077	2.326	2.047
3.263	0.374	0.610	0.453	5.061	2.299	2.010
3.362	0.451	0.648	0.421	4.868	2.234	1.997
3.483	0.502	0.660	0.414	4.907	1.904	1.978
3.581	0.600	0.728	0.385	4.405	1.627	1.888
3.430	0.663	0.745	0.342	4.166	1.690	1.839
2.901	0.712	0.793	0.316	3.726	1.957	1.734
2.598	0.785	0.859	0.302	3.534	2.427	1.751
2.473	0.847	0.980	0.305	3.618	3.254	1.913
2.453	0.828	1.108	0.298	3.618	4.271	2.096
2.250	0.798	1.203	0.266	4.035	4.779	2.222
1.938	0.739	1.323	0.213	4.351	4.799	2.227
1.857	0.629	1.502	0.166	4.452	4.844	2.242
2.012	0.484	1.785	0.129	4.436	5.085	2.322
2.322	0.492	1.838	0.118	4.521	5.114	2.401
2.470	0.510	1.863	0.131	4.475	5.052	2.417
2.324	0.555	2.115	0.136	4.521	4.934	2.431
2.144	0.594	2.619	0.137	4.367	5.001	2.477
2.022	0.631	2.940	0.162	4.174	4.941	2.478
1.723	0.702	3.005	0.184	4.236	5.100	2.492
1.746	0.820	3.288	0.189	4.367	5.500	2.652
1.896	0.917	3.654	0.198	4.398	6.182	2.874
2.025	1.011	4.006	0.244	4.205	6.360	2.975
2.153	1.127	4.075	0.253	3.804	5.861	2.879
2.333	1.339	4.034	0.278	3.588	5.695	2.878
2.622	1.550	3.944	0.297	3.294	5.893	2.933
3.038	1.653	3.818	0.291	2.831	5.924	2.926
3.315	1.763	3.667	0.301	2.299	5.032	2.730
3.536	1.884	3.263	0.310	1.759	4.693	2.574
3.928	1.992	2.970	0.325	1.535	5.355	2.684
4.075	1.917	2.588	0.369	1.666	5.582	2.699
4.351	1.979	2.439	0.443	1.906	5.859	2.830
4.476	2.054	2.227	0.511	1.805	6.300	2.896
4.491	2.051	2.207	0.579	1.929	6.640	2.983
4.420	1.768	2.116	0.604	2.029	6.980	2.986
4.184	1.499	1.778	0.521	2.261	7.269	2.919
4.396	1.218	1.565	0.469	2.369	7.594	2.935
4.594	1.005	1.392	0.418	2.106	8.009	2.921
4.999	0.882	1.184	0.437	2.284	8.296	3.014
5.428	0.805	0.862	0.481	2.145	8.609	3.055
5.463	0.824	0.759	0.588	2.183	8.814	3.105
5.634	0.945	0.614	0.790	2.384	8.778	3.191
5.502	1.104	0.597	0.990	2.330	8.693	3.203
5.448	1.297	0.618	1.193	1.875	8.725	3.193
